Id,Title,Author
28197,HUMANITY Understanding Reality and Inquiring Good,Zaman Ali
28198,The Prayer of Jabez:  Breaking Through to the Blessed Life,Bruce H. Wilkinson
28199,The Life of Our Lord: Written for His Children During the Years 1846 to 1849,Charles Dickens
28200,The Swerve: How the World Became Modern,Stephen Greenblatt
28201,Myths of Light: Eastern Metaphors of the Eternal (Collected Work),Joseph Campbell
28202,"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived",Rob Bell
28203,"Westminster Confession Of Faith w/ Catechisms (1646-7) (and the Larger and Shorter Catechisms, Directories for Public and Private Worship, Form of Presbyterial Church Government, the Sum of Saving Knowledge)",Westminster Assembly
28204,The Attributes of God,Arthur W. Pink
28205,The Sovereignty of God,Arthur W. Pink
28206,The Righteous Mind: Why Good People Are Divided by Politics and Religion,Jonathan Haidt
28207,The Jesus I Never Knew,Philip Yancey
28208,The Book of Psalms: A Translation with Commentary,Robert Alter
28209,"The Secret Life of Plants: A Fascinating Account of the Physical, Emotional and Spiritual Relations Between Plants and Man",Peter Tompkins
28210,The Book of Lies,Aleister Crowley
28211,Teachings of the Prophet Joseph Smith,Joseph Smith Jr.
28212,The Ball and the Cross,G.K. Chesterton
28213,Totem and Taboo,Sigmund Freud
28214,The Enneads,Plotinus
28215,God and the State,Mikhail Bakunin
28216,"Surprised by Hope: Rethinking Heaven, the Resurrection, and the Mission of the Church",N.T. Wright
28217,The Gift,Hafez
28218,America Alone: The End of the World As We Know It,Mark Steyn
28219,I Don't Have Enough Faith to Be an Atheist,Norman L. Geisler
28220,The Reason for God: Belief in an Age of Skepticism,Timothy J. Keller
28221,The Yoga Sutras,Swami Satchidananda
28222,The Art of Dreaming,Carlos CastaÃ±eda
28223,Foxe's Book of Martyrs,John Foxe
28224,The Everlasting Man,G.K. Chesterton
28225,Supernatural: Meetings with the Ancient Teachers of Mankind,Graham Hancock
28226,The Flight of the Wild Gander: Explorations in the Mythological Dimension,Joseph Campbell
28227,The Irresistible Revolution: Living as an Ordinary Radical,Shane Claiborne
28228,Tortured for Christ,Richard Wurmbrand
28229,Halley's Bible Handbook with the New International Version,Henry H. Halley
28230,Respectable Sins: Confronting the Sins We Tolerate,Jerry Bridges
28231,A Marvelous Work and a Wonder,LeGrand Richards
28232,Letters to a Young Contrarian,Christopher Hitchens
28233,The Devils of Loudun,Aldous Huxley
28234,A Woman After God's Own Heart,Elizabeth George
28235,So Much More,Anna Sofia Botkin
28236,Dialogues Concerning Natural Religion,David Hume
28237,Miracles,C.S. Lewis
28238,The Tao of Physics: An Exploration of the Parallels between Modern Physics and Eastern Mysticism,Fritjof Capra
28239,What's So Amazing About Grace?,Philip Yancey
28240,What's Wrong with the World,G.K. Chesterton
28241,The Urantia Book,Urantia Foundation
28242,"Zen Flesh, Zen Bones: A Collection of Zen and Pre-Zen Writings",Paul Reps
28243,Nine Parts of Desire: The Hidden World of Islamic Women,Geraldine Brooks
28244,Dancing Wu Li Masters: An Overview of the New Physics (Perennial Classics),Gary Zukav
28245,Velvet Elvis: Repainting the Christian Faith,Rob Bell
28246,The Return of the Prodigal Son: A Story of Homecoming,Henri J.M. Nouwen
28247,How Should We Then Live? The Rise and Decline of Western Thought and Culture,Francis A. Schaeffer
28248,Free Will,Sam Harris
28249,The Pleasantries of the Incredible Mulla Nasrudin,Idries Shah
28250,"The Ragamuffin Gospel: Good News for the Bedraggled, Beat-Up, and Burnt Out",Brennan Manning
28251,Being Peace,Thich Nhat Hanh
28252,"Unweaving the Rainbow: Science, Delusion and the Appetite for Wonder",Richard Dawkins
28253,Boy Meets Girl: Say Hello to Courtship,Joshua Harris
28254,Systematic Theology: An Introduction to Biblical Doctrine,Wayne Grudem
28255,Pornografia,Witold Gombrowicz
28256,Mao II,Don DeLillo
28257,You Can't Go Home Again,Thomas Wolfe
28258,Wonder Boys,Michael Chabon
28259,Crooked House,Agatha Christie
28260,Amat,Ä°hsan Oktay Anar
28261,The Death of Artemio Cruz,Carlos Fuentes
28262,Everyman,Philip Roth
28263,Golden Calf,Ilya Ilf
28264,The Mandarins,Simone de Beauvoir
28265,Three Tales,Gustave Flaubert
28266,Man's Fate,AndrÃ© Malraux
28267,The Garden of the Finzi-Continis,Giorgio Bassani
28268,Leviathan,Paul Auster
28269,A Fan's Notes,Frederick Exley
28270,Saturday Night and Sunday Morning,Alan Sillitoe
28271,Uncle Vanya,Anton Chekhov
28272,The Toilers of the Sea,Victor Hugo
28273,Krapp's Last Tape & Embers,Samuel Beckett
28274,"Faust, Part Two",Johann Wolfgang von Goethe
28275,The Complete Poems,William Blake
28276,All's Well That Ends Well,William Shakespeare
28277,Ico: Castle in the Mist,Miyuki Miyabe
28278,Omeros,Derek Walcott
28279,Switch Bitch,Roald Dahl
28280,My Mother's House & Sido,Colette
28281,Ajaya: Roll of the Dice,Anand Neelakantan
28282,Confessions of a Mask,Yukio Mishima
28283,Collected Poems,Ted Hughes
28284,That Awful Mess on the Via Merulana,Carlo Emilio Gadda
28285,"Ibuk,",Iwan Setyawan
28286,Pierrot Mon Ami,Raymond Queneau
28287,The Temptation of St. Antony,Gustave Flaubert
28288,Dirty Havana Trilogy,Pedro Juan GutiÃ©rrez
28289,De avonden,Gerard Reve
28290,"Buzz Aldrin, waar ben je gebleven?",Johan Harstad
28291,Glory,Vladimir Nabokov
28292,Don't Stop the Carnival,Herman Wouk
28293,The Holy Terrors,Jean Cocteau
28294,Residence on Earth,Pablo Neruda
28295,Heart of Darkness: and Selections from The Congo Diary,Joseph Conrad
28296,Two Captains,Veniamin Kaverin
28297,"Exploits & Opinions of Dr. Faustroll, Pataphysician: A Neo-Scientific Novel",Alfred Jarry
28298,Tekkon Kinkreet: Black and White,Taiyo Matsumoto
28299,Daha,Hakan GÃ¼nday
28300,A Happy Death,Albert Camus
28301,Tolstoy: Anna Karenina,Anthony Thorlby
28302,The Financier,Theodore Dreiser
28303,The Sacred Book of the Werewolf,Victor Pelevin
28304,The Silent Cry,KenzaburÅ Åe
28305,The Guide,R.K. Narayan
28306,Lonesome Traveler,Jack Kerouac
28307,A Girl Is a Half-formed Thing,Eimear McBride
28308,The Conference of the Birds,Attar of Nishapur
28309,The Same Old Story,Ivan Goncharov
28310,Despair,Vladimir Nabokov
28311,Gog,Giovanni Papini
28312,Simple Miracles: Doa dan Arwah,Ayu Utami
28313,Chapel Road,Louis Paul Boon
28314,Under Western Eyes,Joseph Conrad
28315,Un mundo para Julius,Alfredo Bryce Echenique
28316,Az,Hakan GÃ¼nday
28317,Sleepwalking Land,Mia Couto
28318,Little Star,John Ajvide Lindqvist
28319,The Icarus Girl,Helen Oyeyemi
28320,Home of the Gentry,Ivan Turgenev
28321,Galahad at Blandings,P.G. Wodehouse
28322,The Inhabited Woman,Gioconda Belli
28323,The Sunset Limited,Cormac McCarthy
28324,The Foundation Pit,Andrei Platonov
28325,Human Landscapes from My Country: An Epic Novel in Verse,NÃ¢zÄ±m Hikmet Ran
28326,Twenty Years in Siberia,AniÈa NandriÈ-Cudla
28327,The 120 Days of Sodom and Other Writings,Marquis de Sade
28328,Dealova,Dyan Nuranindya
28329,Summer in Seoul,Ilana Tan
28330,Handling the Undead,John Ajvide Lindqvist
28331,Terrorist,John Updike
28332,Les Chants de Maldoror,Comte de LautrÃ©amont
28333,The Road to Los Angeles,John Fante
28334,Le Cid,Pierre Corneille
28335,Sita: An Illustrated Retelling of the Ramayana,Devdutt Pattanaik
28336,Gora,Rabindranath Tagore
28337,Raja,Riikka Pulkkinen
28338,Malena es un nombre de tango,Almudena Grandes
28339,Across the River and into the Trees,Ernest Hemingway
28340,Memento,Radek John
28341,Sunset at Blandings,P.G. Wodehouse
28342,Romancero gitano,Federico GarcÃ­a Lorca
28343,The Professor's House,Willa Cather
28344,Spieltrieb,Juli Zeh
28345,Le Malade imaginaire,MoliÃ¨re
28346,Negeri Di Ujung Tanduk,Tere Liye
28347,Ariel: The Restored Edition,Sylvia Plath
28348,The Goodbye Kiss,Massimo Carlotto
28349,Nero Corleone,Elke Heidenreich
28350,The Sound of Waves,Yukio Mishima
28351,Trois Chevaux,Erri De Luca
28352,The Bachelor of Arts,R.K. Narayan
28353,"Fanny Hill, or Memoirs of a Woman of Pleasure",John Cleland
28354,Love Is a Dog from Hell,Charles Bukowski
28355,Travels in the Scriptorium,Paul Auster
28356,Il bar sotto il mare,Stefano Benni
28357,Memoirs of a Midget,Walter de la Mare
28358,Tomorrow in the Battle Think on Me,Javier MarÃ­as
28359,Fontamara,Ignazio Silone
28360,Full Moon,P.G. Wodehouse
28361,Les Mains libres,Paul Ãluard
28362,Sanctuary,William Faulkner
28363,Sessiz Ev,Orhan Pamuk
28364,99 Cahaya di Langit Eropa: Perjalanan Menapak Jejak Islam di Eropa,Hanum Salsabiela Rais
28365,Monsieur Ibrahim and The Flowers of the Qur'an,Ãric-Emmanuel Schmitt
28366,Die rote Zora und ihre Bande,Kurt Held
28367,Les Contemplations,Victor Hugo
28368,Homeric Hymns,Homer
28369,The Eternal Husband,Fyodor Dostoyevsky
28370,Kabale und Liebe,Friedrich Schiller
28371,After Many a Summer Dies the Swan,Aldous Huxley
28372,Cocaine,Pitigrilli
28373,Farewell Gul'sary,Chingiz Aitmatov
28374,The Bird's Nest,Shirley Jackson
28375,Thousand Cranes,Yasunari Kawabata
28376,Antichrista,AmÃ©lie Nothomb
28377,The Devil Tree,Jerzy KosiÅski
28378,The Seven Dials Mystery,Agatha Christie
28379,I Married a Communist,Philip Roth
28380,Os Cus de Judas,AntÃ³nio Lobo Antunes
28381,Andromaque,Jean Racine
28382,The Lost Steps,Alejo Carpentier
28383,Nice Work,David Lodge
28384,"Collected Poems, 1947-1980",Allen Ginsberg
28385,Alcools,Guillaume Apollinaire
28386,Heartsnatcher,Boris Vian
28387,"Burning in Water, Drowning in Flame",Charles Bukowski
28388,All Men Are Mortal,Simone de Beauvoir
28389,Manhattan Transfer,John Dos Passos
28390,Krakatit,Karel Äapek
28391,I Am a Cat,Natsume SÅseki
28392,Gargantua,FranÃ§ois Rabelais
28393,Eline Vere,Louis Couperus
28394,Die dunkle Seite des Mondes,Martin Suter
28395,Victoria,Knut Hamsun
28396,A Pair of Blue Eyes,Thomas Hardy
28397,The Guest Cat,Takashi Hiraide
28398,Wilhelm Meister's Apprenticeship,Johann Wolfgang von Goethe
28399,Der Hahn ist tot,Ingrid Noll
28400,The Prime of Miss Jean Brodie / The Girls of Slender Means / The Driver's Seat / The Only Problem,Muriel Spark
28401,The British Museum Is Falling Down,David Lodge
28402,"English, August: An Indian Story",Upamanyu Chatterjee
28403,Il paradiso degli orchi,Daniel Pennac
28404,That Old Ace in the Hole,Annie Proulx
28405,Van de koele meren des doods,Frederik van Eeden
28406,The Dream Songs,John Berryman
28407,Hollywood,Charles Bukowski
28408,The Melancholy of Resistance,LÃ¡szlÃ³ Krasznahorkai
28409,Lorelei,Ionel Teodoreanu
28410,The Horse's Mouth,Joyce Cary
28411,Azil,Hakan GÃ¼nday
28412,Quincas Borba,Machado de Assis
28413,Woodcutters,Thomas Bernhard
28414,Iron in the Soul,Jean-Paul Sartre
28415,El camino,Miguel Delibes
28416,"Pinball, 1973",Haruki Murakami
28417,Saturnin,ZdenÄk Jirotka
28418,Where Angels Fear to Tread,E.M. Forster
28419,Emotionally Weird,Kate Atkinson
28420,Les choses,Georges Perec
28421,Report to Greco,Nikos Kazantzakis
28422,Tarantula,Bob Dylan
28423,Stopping by Woods on a Snowy Evening,Robert Frost
28424,Das fliegende Klassenzimmer,Erich KÃ¤stner
28425,The White Disease,Karel Äapek
28426,The Selected Poetry of Rainer Maria Rilke,Rainer Maria Rilke
28427,Mercure,AmÃ©lie Nothomb
28428,Vuosisadan rakkaustarina,MÃ¤rta Tikkanen
28429,Death of a Naturalist,Seamus Heaney
28430,1Q84 - Livro 2,Haruki Murakami
28431,The Belly of Paris,Ãmile Zola
28432,Petals of Blood,NgÅ©gÄ© wa Thiong'o
28433,The Gold Cell (Knopf Poetry Series),Sharon Olds
28434,Naomi,Jun'ichirÅ Tanizaki
28435,The Autograph Man,Zadie Smith
28436,Jean de Florette,Marcel Pagnol
28437,O Medo,Al Berto
28438,Small World,David Lodge
28439,Cat and Mouse,GÃ¼nter Grass
28440,Laughter in the Dark,Vladimir Nabokov
28441,The Vicar of Wakefield,Oliver Goldsmith
28442,The Stone Angel,Margaret Laurence
28443,London Fields,Martin Amis
28444,Bonita Avenue,Peter Buwalda
28445,The Quest for Christa T.,Christa Wolf
28446,Ghana Must Go,Taiye Selasi
28447,The Golden Gate,Vikram Seth
28448,Hersenschimmen,J. Bernlef
28449,The Anatomy Lesson,Philip Roth
28450,Yayati: A Classic Tale of Lust,Vishnu Sakharam Khandekar
28451,The Stone Angel,James W. Nichol
28452,Who Will Comfort Toffle?,Tove Jansson
28453,Kaputt,Curzio Malaparte
28454,Kingsblood Royal,Sinclair Lewis
28455,La tesis de Nancy,RamÃ³n J. Sender
28456,Mario and the Magician,Thomas Mann
28457,A Sentimental Journey,Laurence Sterne
28458,Comme un roman,Daniel Pennac
28459,Glengarry Glen Ross,David Mamet
28460,The Snapper,Roddy Doyle
28461,The Great American Novel,Philip Roth
28462,The Reprieve,Jean-Paul Sartre
28463,Two Women,Alberto Moravia
28464,The Double,Fyodor Dostoyevsky
28465,O Cavaleiro da Dinamarca,Sophia de Mello Breyner Andresen
28466,Enemies: A Love Story,Isaac Bashevis Singer
28467,Die kleine Hexe,Otfried PreuÃler
28468,The Second Coming,Walker Percy
28469,The Major Works,William Wordsworth
28470,The Last Chronicle of Barset,Anthony Trollope
28471,Rilke's Book of Hours: Love Poems to God,Rainer Maria Rilke
28472,The Birth of Tragedy,Friedrich Nietzsche
28473,On the Genealogy of Morals,Friedrich Nietzsche
28474,Baltagul,Mihail Sadoveanu
28475,Exuvii,Simona Popescu
28476,"Van oude menschen, de dingen, die voorbij gaan...",Louis Couperus
28477,All of Us: The Collected Poems,Raymond Carver
28478,Rabbit Redux,John Updike
28479,"King, Queen, Knave",Vladimir Nabokov
28480,Memories of the Ford Administration,John Updike
28481,Barren Ground,Ellen Glasgow
28482,The Neon Bible,John Kennedy Toole
28483,A Woman Of Thirty,HonorÃ© de Balzac
28484,The Will to Power,Friedrich Nietzsche
28485,The Masterpiece,Ãmile Zola
28486,Soul Mountain,Gao Xingjian
28487,Typical American,Gish Jen
28488,Mating,Norman Rush
28489,A Fada Oriana,Sophia de Mello Breyner Andresen
28490,The Finishing School,Muriel Spark
28491,Collected Poems,Philip Larkin
28492,The Titan,Theodore Dreiser
28493,Arrowsmith,Sinclair Lewis
28494,The Absolute at Large,Karel Äapek
28495,The Killings At Badger's Drift,Caroline Graham
28496,Il visconte dimezzato,Italo Calvino
28497,Nadja,AndrÃ© Breton
28498,The Storm,Aleksandr Ostrovsky
28499,Flaubert's Parrot,Julian Barnes
28500,The Revolt of the Angels,Anatole France
28501,Stone Upon Stone,WiesÅaw MyÅliwski
28502,The Collected Poems,Theodore Roethke
28503,Penguin Island,Anatole France
28504,The Way of All Flesh,Samuel Butler
28505,Frogs,Aristophanes
28506,Forest song,Lesia Ukrainka
28507,The Lady of Shalott,Alfred Tennyson
28508,Ondskan,Jan Guillou
28509,Disturbances in the Field,Lynne Sharon Schwartz
28510,The Moon and the Bonfire,Cesare Pavese
28511,Spiral,KÅji Suzuki
28512,The Collected Poems,Langston Hughes
28513,View With a Grain of Sand: Selected Poems,WisÅawa Szymborska
28514,Gulliver's Travels and Other Writings,Jonathan Swift
28515,Suskunlar,Ä°hsan Oktay Anar
28516,Winter's Tales,Isak Dinesen
28517,John Donne's Poetry,John Donne
28518,The Immoralist,AndrÃ© Gide
28519,The Summer Before the Dark,Doris Lessing
28520,La Ronde,Arthur Schnitzler
28521,The Kalevala,Elias LÃ¶nnrot
28522,Mantissa,John Fowles
28523,Doppler,Erlend Loe
28524,The Story of B,Daniel Quinn
28525,Flaubert in Egypt: A Sensibility on Tour,Gustave Flaubert
28526,Duino Elegies and The Sonnets to Orpheus,Rainer Maria Rilke
28527,In the Penal Colony,Franz Kafka
28528,Intruder in the Dust,William Faulkner
28529,Snopes,William Faulkner
28530,Rabbit Omnibus: Rabbit Run / Rabbit Redux / Rabbit Is Rich,John Updike
28531,The Bell,Iris Murdoch
28532,Kallocain,Karin Boye
28533,The Favorite Game,Leonard Cohen
28534,Satori In Paris,Jack Kerouac
28535,Affliction,Russell Banks
28536,A Menina do Mar,Sophia de Mello Breyner Andresen
28537,Boule de Suif (21 contes),Guy de Maupassant
28538,Twilight of the Idols,Friedrich Nietzsche
28539,Operation Shylock: A Confession,Philip Roth
28540,A Son of the Circus,John Irving
28541,Moga Bunda Disayang Allah,Tere Liye
28542,Disobedience,Naomi Alderman
28543,Malone Dies,Samuel Beckett
28544,The Crime of Father Amaro,EÃ§a de QueirÃ³s
28545,Inherent Vice,Thomas Pynchon
28546,Poems and Prose of Mihai Eminescu,Mihai Eminescu
28547,The Life and Opinions of the Tomcat Murr,E.T.A. Hoffmann
